doctor_name,specialization,experience_years,clinic,city,rating,reviews_count,profile_url
Неби Нурбек Айнабекулы,Андролог • Уролог • Хирург,,"Медицинский центр ""АСАР МЕДИКУС""",Алматы,0,0,https://doctor.kz/doctors/465448191663174628
Галиева Жулдыз Талаповна,Акушер-гинеколог • Гинеколог • Маммолог • Хирург • Эндокринолог,,"Медицинский центр ""ЭЛИФ-АЙ"" (ТОО ""Medical Development"", Желтоксан,110)",Алматы,0,0,https://doctor.kz/doctors/50750371646910908
Ногайбаева Зауре Мухатаевна,Невропатолог детский,,"Медицинский центр ""DOBRO MEDICAL""",Алматы,5,0,https://doctor.kz/doctors/504583701536811500
Дюсенов Pасул Серикович,Дерматолог • Дерматохирург • Лазерный хирург,,"Медицинский лазерный центр ""MLC""",Алматы,0,0,https://doctor.kz/doctors/844132171494566732
Касымбекова Фатима Даутовна,Гинеколог,,"Медицинский лазерный центр ""MLC""",Алматы,0,0,https://doctor.kz/doctors/965590101494566029
Шульженко Ада Вячеславовна,Акушер-гинеколог • Гинеколог,,"Клиника ""ЮНОНА""",Усть-Каменогорск,5,3,https://doctor.kz/doctors/729666781571655479
Искакова Дана Салиховна,Акушер-гинеколог • Гинеколог • Гинеколог детский,,"Клиника ""ЮНОНА""",Усть-Каменогорск,5,0,https://doctor.kz/doctors/133139881571655170
Жакиянова Алина Ислямбековна,Акушер-гинеколог • Гинеколог,,"Клиника ""ЮНОНА""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/723375411571655703
Ибрагимова Назира Абдыновна,Врач КТГ • Врач ЭКГ • Врач функциональной диагностики,,"Медицинский центр ""DAUMED""",Шымкент,5,1,https://doctor.kz/doctors/689737501481780769
Куванова Сания Абдулхакимовна,Нутрициолог • Терапевт,,"Медицинский центр ""IS MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/402635651509697923
Кравцов Сергей Сергеевич,Анестезиолог-реаниматолог • Кардиолог,,"ТОО ""Жана жарык Глазная клиника доктора Кравцова""",Алматы,5,2,https://doctor.kz/doctors/561978541571904763
Шабанова Анастасия Анатольевна,Лазерный хирург • Офтальмолог/ Окулист,,"ТОО ""Жана жарык Глазная клиника доктора Кравцова""",Отеген Батыр,0,0,https://doctor.kz/doctors/963525491748026025
Мусабаева Рысты Еркинбеккызы,Офтальмолог/ Окулист,,"ТОО ""Жана жарык Глазная клиника доктора Кравцова""",Отеген Батыр,0,0,https://doctor.kz/doctors/47975821748023877
Шлапко Элина Алексеевна,Офтальмолог/ Окулист,,"ТОО ""Жана жарык Глазная клиника доктора Кравцова""",Отеген Батыр,0,0,https://doctor.kz/doctors/676733911748024593
Куттыгулова Жанзира Ергазиевна,Невропатолог/ Невролог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/360745071481790189
Токаева Гульнара Сагиналыевна,Эндокринолог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/413572711750945543
Аябек Абдрахман Кайратович,ЛОР/ Оториноларинголог,,"ЛОР-центр ""АЙ-МЕДИКУС"" в Мамыре",Алматы,0,1,https://doctor.kz/doctors/418248051693459981
Пак Игорь Петрович,Врач УЗИ,,"Медицинский центр ""АЙЯ""",Астана,0,0,https://doctor.kz/doctors/513995601663222949
Жанузакова Айнур Маулетовна,Стоматолог • Стоматолог детский • Стоматолог-ортодонт,,"""Стоматология DentOК""",Караганда,0,0,https://doctor.kz/doctors/454671411712572301
Хидиралиева Хамида Сейдалиевна,Рентгенолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/335057191698913557
Казбекова Айжан,Стоматолог,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/921377361691662505
Абдуллаева Шахноза Талгатовна,Акушер-гинеколог • Гинеколог-эндокринолог,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/363939971701335347
Чоладзе Софико Тэнгизовна,Врач УЗИ,,,Караганда,0,0,https://doctor.kz/doctors/334861231529648948
Калелова Светлана Кудысовна,Акушер-гинеколог • Врач УЗИ • Гинеколог,,"Международный клинический центр репродуктологии ""PERSONA""",Алматы,0,0,https://doctor.kz/doctors/132638581481260193
Телегина Екатерина Вячеславовна,Акушер-гинеколог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/93091481698828290
Шынтасов Олжас Танабаевич,Ангиохирург • Хирург,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/8280631701331439
Даутбаев Канат Абдрахманович,Хирург,,"TOO ""Alta life""",Алматы,0,0,https://doctor.kz/doctors/462152611558612137
Султанов Бахтияр Юлдашевич,Анестезиолог-реаниматолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/733172031482290997
Якярова Светлана Бакрамовна,Гастроэнтеролог • Гепатолог,,"Медицинский центр ""КЕРУЕН MEDICUS""",Алматы,0,0,https://doctor.kz/doctors/879392781522215843
Колодий Анастасия Альбертовна,Дерматокосметолог • Дерматолог,,"Клиника ""КРИСТИНА""",Караганда,0,0,https://doctor.kz/doctors/219507211642677317
Жарылгапова Галия,Проктолог • Хирург-колопроктолог,,"Семейная клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/203895221723209348
Тажгалиева Жаннат Избасаровна,Ревматолог детский,,"Клиника женского здоровья ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/807575121691656494
Дукенова Данара Канагатовна,Психолог,,"Детский реабилитационный центр ""ТОКТАМЫС""",Семей (Семипалатинск),0,0,https://doctor.kz/doctors/620230341692337207
Цой Ирина Георгиевна,Дерматокосметолог • Дерматолог,,"Медицинский лазерный центр ""MLC""",Алматы,0,0,https://doctor.kz/doctors/41300051494565302
Алибекова Алия Ерназаровна,Педиатр,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/759360321701259814
Болат Шынар,Гинеколог детский,,"Семейная клиника ""FAMILY HEALTH CLINIC""",Атырау,0,0,https://doctor.kz/doctors/97168861715605180
Ибраев Максут Капаевич,Ангиохирург • Сосудистый хирург,,Национальный научный центр травматологии и ортопедии имени академика Батпенова Н.Д.,Астана,5,2,https://doctor.kz/doctors/642504231495607661
Кайсарбекова Айгуль Орынбековна,Акушер-гинеколог,,"Медицинский центр ""ASTANA CLINIC""",Астана,0,0,https://doctor.kz/doctors/895766381495605302
Криворучко Наталья Алексеевна,Невропатолог/ Невролог,,"Медицинский центр ""ASTANA CLINIC""",Астана,1,1,https://doctor.kz/doctors/347899111495604493
Калиева Акниет Нуркенкызы,Эндокринолог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/979436171761218052
Сапарова Замира Кенесовна,Офтальмолог/ Окулист,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Астана,0,0,https://doctor.kz/doctors/201945681757497692
Шермахан Бахытжан Ердулатулы,Стоматолог • Стоматолог-ортопед • Стоматолог-хирург,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/869194611761214949
Тунгатова Жадыра Сериккановна,Врач общей практики (ВОП) • Педиатр • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/582570271761211643
Джубаева Марина Владимировна,Реабилитолог,,"Центр ""PRIMA MEDICAL GROUP""",Алматы,0,0,https://doctor.kz/doctors/907980391523852707
Гаджиев Рамазан Рауфович,ЛОР/ Оториноларинголог • Хирург,,"TOO ""Alta life""",Алматы,0,1,https://doctor.kz/doctors/458573101576836508
Ташпакова Назгул Тагаевна,Эндокринолог,,"Медицинский центр ""МЕДИ-СЕРВИС""",Алматы,0,0,https://doctor.kz/doctors/811490251736811782
Гариева Диляра Равильевна,Физиотерапевт,,"Медицинский центр ""МЕДИ-СЕРВИС""",Алматы,0,1,https://doctor.kz/doctors/669084521632224757
Шиндаулов Шадияр Тагабаевич,Пульмонолог • Фтизиатр • Хирург,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/250208791551093435
Орлова Василиса Константиновна,Семейный врач,,"Медицинский центр ""IMC"" на Серкебаева",Алматы,0,0,https://doctor.kz/doctors/137555291671811602
Даирбаева Лейла Оралгазыевна,Невропатолог детский • Невропатолог/ Невролог • Эпилептолог,,"Медицинский центр ""NEUROCLINIC ASTANA""",Астана,0,0,https://doctor.kz/doctors/49060501631077146
Ағабек Әлібек Бахытбекұлы,ЛОР/ Оториноларинголог,,"ЛОР центр ""Сезiм"" на А.Байтурсынова",Астана,0,0,https://doctor.kz/doctors/4378881698991532
Есентаева Сурия Ертугыровна,Маммолог • Онколог,,"Медицинский центр ""A CLINIC""",Алматы,0,0,https://doctor.kz/doctors/415360171490337646
Гильманова Лидия Анваровна,Проктолог,,"Медицинский центр ""MEDIMAX""",Ташкент,0,0,https://doctor.kz/doctors/936736231565346774
Шерметов Давранбек Султаниязович,Хирург • Хирург-ортопед,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,0,0,https://doctor.kz/doctors/950159901569392710
Макаровская Евгения Александровна,Педиатр,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,0,0,https://doctor.kz/doctors/182645741625310050
Юсупова Асия Кенесбековна,Невропатолог детский • Невропатолог/ Невролог,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,0,0,https://doctor.kz/doctors/484555181569468290
Раимжанова Тамара Бойрабековна,Дерматолог • Дерматолог детский • Уролог • Уролог детский,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,0,0,https://doctor.kz/doctors/196710261508736425
Ким Наталья Петровна,ЛОР/ Оториноларинголог,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,5,1,https://doctor.kz/doctors/427752881569388467
Калашникова Нина Владимировна,Гастроэнтеролог • Терапевт,,"Медицинский центр ""PROFMEDSERVICE""",Тюлькубас,0,0,https://doctor.kz/doctors/573051801543570301
Абрамович Александра Анатольевна,Врач УЗИ,,"Медицинский центр ""PROFMEDSERVICE""",Астана,0,0,https://doctor.kz/doctors/160002621653480067
Алханов Нурмахамед Исмаханович,Андролог • Уролог,,"Медицинский центр ""PROFMEDSERVICE""",Шымкент,5,0,https://doctor.kz/doctors/116613171529648555
Шурпита Маргарита Николаевна,Акушер-гинеколог,,"Медицинский центр ""KAZMED CLINIC"" в мкр.Аксай 5",Алматы,0,0,https://doctor.kz/doctors/959099681692626170
Балтабай Орынбасар Серикбайулы,Врач общей практики (ВОП) • Педиатр • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/138114741735364494
Нукусбекова Гульнур Исбасаровна,ЛОР/ Оториноларинголог • Фониатр,,"Медицинский центр ""КЕРУЕН MEDICUS"" на Шарипова",Алматы,0,0,https://doctor.kz/doctors/551102051550201500
Ажибекова Манат Сапарбековна,Гинеколог,,"Медицинский центр ""АЙЯ"" на Кошкарбаева",Астана,0,0,https://doctor.kz/doctors/286258661662718520
Темирова Нурсулу Сманхановна,Инфекционист • Педиатр,,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",Шымкент,0,0,https://doctor.kz/doctors/737830261701267583
Тогымова Перизат Райымкуловна,Офтальмолог/ Окулист,,"Филиал ТОО ""Лазерный центр Коновалова""",Алматы,0,0,https://doctor.kz/doctors/279297891605776968
Маметова Гульчахра Аркиновна,Дерматокосметолог • Инфекционист,,"Медицинский центр ""МЕЙІРІМ""",Тараз,0,0,https://doctor.kz/doctors/158210871484204457
Жиренбаев Жасулан Оразалыевич,Нейрохирург,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/222180791698834691
Кордабаева Меруерт Айдаровна,Кардиолог,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/717083771744634901
Иманбаев Алмаз,Стоматолог,,"Международная Корейская Клиника (Стоматология,Жандосова 10)",Алматы,0,0,https://doctor.kz/doctors/821719631744634247
Аджиева Наргиз Махаметжановна,Врач общей практики (ВОП) • Педиатр,,"Медицинский центр ""KAZMED CLINIC"" в мкр.Аксай 5",Алматы,0,0,https://doctor.kz/doctors/342281651698739525
Станова Жанар Рахимовна,Кардиолог,,"Медицинский центр ""CARDIOS"" на Беремжанова",Алматы,0,0,https://doctor.kz/doctors/841375971665645004
Догоманова Айнур Сабиткызы,Инфекционист • Педиатр,,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",Алматы,0,0,https://doctor.kz/doctors/999933171744279571
Аубакирова Акмарал Ерболовна,Офтальмолог/ Окулист,,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",Астана,0,0,https://doctor.kz/doctors/63843591744279038
Ахмадишина Рушана Ильгизаровна,Стоматолог • Стоматолог-ортодонт,,"""Стоматология DentOК""",Караганда,0,0,https://doctor.kz/doctors/758840761712571672
Коспанбетова Бакыт Мынбаевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""АРУ""",Алматы,0,0,https://doctor.kz/doctors/657514961712133110
Гасанов Муслим Исмаилович,Хирург,,"Медицинский центр ""DAUMED""",Шымкент,5,2,https://doctor.kz/doctors/283437721481711449
Мусаханова Жаудир Сапарбаевна,Онколог,,ESCS clinic,Алматы,0,0,https://doctor.kz/doctors/634272981699008067
Джусупова Индира Адилевна,ЛОР/ Оториноларинголог,,"ЛОР Центр ""AI-MEDICUS"" (на Мауленова)",Алматы,0,0,https://doctor.kz/doctors/991371251501050508
Кенжебаева Камила Сейткамаловна,Офтальмолог детский • Офтальмолог/ Окулист,,"Медицинский центр ""A CLINIC""",Алматы,0,0,https://doctor.kz/doctors/480919101492767468
Мухамбетов Самат Маннапович,ЛОР/ Оториноларинголог,,"ЛОР центр ""Сезiм"" на Сыганак",Астана,0,0,https://doctor.kz/doctors/826716171698991156
Сексенбаева Гульмира Дерибсалиевна,Врач УЗИ,,"Медицинский центр ""DAUMED""",Шымкент,5,1,https://doctor.kz/doctors/995625531482291513
Джумашева Лилия Ермековна,Анестезиолог-реаниматолог,,"Товарищество с Ограниченной Ответственностью ""TESM Company""",Алматы,0,0,https://doctor.kz/doctors/959396491513231234
Адиева Мадина Куангановна,Врач общей практики (ВОП) • Кардиолог,,"Медицинский центр ""АРУ""",Алматы,0,0,https://doctor.kz/doctors/536458881712058211
Керимбаев Руслан Нурланович,Врач КТ • Врач МРТ,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/179182861692269540
Маметниязова Замира Ярмухамедовна,Гастроэнтеролог • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/925870481511255924
Кабдышева Жаннур Камалкзы,Врач общей практики (ВОП) • Педиатр • Терапевт,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/35972791747297055
Дильбарханов Басымбек Пердебекович,Стоматолог • Стоматолог-имплантолог • Стоматолог-хирург,,"Учебно-клинический центр ""СТОМАТОЛОГИЯ"" на Кенесары",Алматы,0,0,https://doctor.kz/doctors/268759421530595427
Ахмадиев Нурлан Курмангалиевич,Уролог,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/266996941507182810
Божанов Аскар Табигатович,Офтальмолог детский • Офтальмолог/ Окулист,,"Медицинский центр ""ЭЛИФ-АЙ"" (ТОО ""Medical Development"", Желтоксан,110)",Алматы,0,0,https://doctor.kz/doctors/297586221730127993
Давыдова Юлия Викторовна,Гастроэнтеролог • Педиатр • Пульмонолог • Терапевт,,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",Алматы,0,0,https://doctor.kz/doctors/245026321685729453
Оразбаев Арман Базарбекович,ЛОР/ Оториноларинголог,,"Медицинский центр ""КЕРУЕН MEDICUS""",Алматы,0,0,https://doctor.kz/doctors/84215881516165205
Сулейменова Индира Ескермесовна,Врач общей практики (ВОП) • Педиатр • Пульмонолог,,Медицинский центр «Паразитология KAZMED»,Алматы,0,0,https://doctor.kz/doctors/629536471481261021
Ситдикова Анастасия Анатольевна,Невропатолог/ Невролог,,"Клиника ""КРИСТИНА""",Караганда,5,0,https://doctor.kz/doctors/954487021529648897
Джамаева Гульмира Альмаханова,Акушер-гинеколог • Гинеколог,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/365040271729178804
Манашева Анаргуль Сарсенгалиевна,Врач УЗИ • Маммолог • Онколог,,"Клиника ""ДОСТАР МЕД СЕРВИС"" в Алмагуле",Алматы,0,0,https://doctor.kz/doctors/140529401559731391
Бегимбаева Гульнара Енбековна,Микрохирург • Офтальмолог/ Окулист,,"Офтальмологический центр ""FOCUS""",Алматы,5,1,https://doctor.kz/doctors/381983431515404569
Артыкбаева Акмарал Мырзакуловна,Невропатолог/ Невролог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/899410001645455678
Бекжанов Одилбек Зарпулаевич,Ортопед • Травматолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/21479051698905793
Кенжетаева Наталья Альбертовна,Врач УЗИ • Дерматовенеролог • Уролог,,,,0,0,https://doctor.kz/doctors/676086221490528334
Ким Марина Игоревна,Офтальмолог/ Окулист,,"Филиал ТОО ""Лазерный центр Коновалова""",,0,0,https://doctor.kz/doctors/300322061605778304
Каргабаева Гульжан Ажмахановна,Врач УЗИ,,"Медицинский центр ""SMART HEALTH UNIVERSITY CITY""",,0,0,https://doctor.kz/doctors/520216751575530510
Налибаев Нурсултан Суттибаевич,Невропатолог/ Невролог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/292013171693822112
Ахметова Зауре Ноятовна,Логопед,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/778395791658493337
Туякбаева Райхан Шайкуалиевна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/2466321693822753
Асанова Айнаш Бейсенбаевна,Врач общей практики (ВОП),,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/519384211693554784
Абылкасова Айгуль Аскаровна,Массажист,,"Медицинский центр ""МЕДИ-СЕРВИС""",Алматы,0,0,https://doctor.kz/doctors/62774521565752528
Тавошаров Бахадур Мирзакулович,Стоматолог • Стоматолог детский • Стоматолог-хирург,,"Педиатрический центр ""КАРУДО""",Алматы,0,0,https://doctor.kz/doctors/801407741712213094
Сыдыкова Михрай,Рентгенолог,,"Медицинский центр ""ЮНОНА""",Алматы,0,0,https://doctor.kz/doctors/70689371694512115
Джунусбекова Гульнара Алдешевна,Кардиолог,,"Институт гастроэнтерологии, гепатологии и метаболизма ""INTERNA CLINIC""",Алматы,0,0,https://doctor.kz/doctors/527213241666195995
Тундыбаева Мейрамгуль Капсиметовна,Кардиолог,,"Медицинский центр ""HEART CARE CLINIC""",Алматы,0,0,https://doctor.kz/doctors/670304151666196369
Есенгельдиева Аида Халмухановна,Врач общей практики (ВОП) • Гастроэнтеролог,,"Медицинский центр ""АРУ""",Алматы,0,0,https://doctor.kz/doctors/452451971712059687
Абишева Алия Кобегеновна,ЛОР/ Оториноларинголог,,"Медицинский центр ""ЮНОНА""",Алматы,0,0,https://doctor.kz/doctors/533817181694511681
Куандыков Ербол Серикович,ЛОР/ Оториноларинголог,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/813303381692780728
Калыев Жандос Алтаевич,Врач МРТ • Рентгенолог,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/367147161737716589
Ергожаева Арайлым Ермековна,Врач общей практики (ВОП) • Педиатр • Терапевт,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/444348961739255188
Корабаев Адилет Ерланулы,ЛОР/ Оториноларинголог • Педиатр • Хирург,,"Медицинский центр ""MEDLOR""",Бесагаш,0,1,https://doctor.kz/doctors/157567521642522470
Мырзагелдиева Замира Сарсенбековна,Кардиолог,,"Медицинский центр ""CARDIOS"" на Беремжанова",Алматы,0,0,https://doctor.kz/doctors/273205821700737248
Махамбетова Бибайша Нуралиевна,Ревматолог,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/869409781698833123
Седова Марина Геннадьевна,Массажист,,"Mедицинский центр ""DOC+""",Алматы,0,0,https://doctor.kz/doctors/703830681738833096
Каирбекова Балжан Талгатовна,Педиатр,,"Mедицинский центр ""DOC+""",Алматы,0,0,https://doctor.kz/doctors/822913951511254673
Хмаренко Ольга Алексеевна,Кардиолог детский,,"Mедицинский центр ""DOC+""",Алматы,0,0,https://doctor.kz/doctors/840502841738833031
Кеулимжаева Раушан Муратовна,Врач общей практики (ВОП) • Педиатр • Терапевт,,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",Алматы,0,0,https://doctor.kz/doctors/825487531735367245
Шоманбаева Зульфия Алишеркызы,Офтальмолог/ Окулист,,"Товарищество с Ограниченной Ответственностью ""TESM Company""",Алматы,0,0,https://doctor.kz/doctors/784433321696498323
Алимбаев Серик Алмазович,Кардиолог • Кардиохирург,,"Медицинский центр ""CARDIOS"" на Казыбек би",Астана,0,0,https://doctor.kz/doctors/553837151576645110
Порохня Дарья Анатольевна,Врач УЗИ • Терапевт,,"Медицинский центр ""БАЛ-ЖУСАН""",Шымкент,0,0,https://doctor.kz/doctors/690063241617111959
Молдаканова Жанат,Реабилитолог • Терапевт,,Врачебно-физкультурный диспансер,Караганда,0,0,https://doctor.kz/doctors/528903071691660854
Усенов Даурен Тимурович,Офтальмолог/ Окулист,,Глазная клиника ДОКТОРА ОМАРОВОЙ,Астана,0,0,https://doctor.kz/doctors/882164111729075067
Алипинова Гульжан Какановна,Терапевт,,"Медицинский центр ""АЙЯ"" на Кошкарбаева",Астана,0,0,https://doctor.kz/doctors/602100841663237981
Кошкарбаев Даурен Кошкарбаевич,Массажист,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/724488481698910497
Салихова Марианна Федиратовна,Невропатолог/ Невролог,,"Медицинский центр ""ЮНОНА""",Алматы,0,0,https://doctor.kz/doctors/703855911694513282
Айтуарова Земфира Джумадилаевна,Гастроэнтеролог • Эндоскопист,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/729397581658491871
Батырбекова Гульнара Вячеславовна,Врач УЗИ,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/338550021658494782
Бустанова Гулнора Мирсаатовна,ЛОР/ Оториноларинголог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,1,https://doctor.kz/doctors/289667881658492820
Шериева Куляш Сейдазимовна,Кардиолог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/239745901658488276
Сулейменова Зауре Серикбаевна,Невропатолог/ Невролог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/567561541658491704
Бостанова Юлдуз Мирсоатовна,Инфекционист • Педиатр,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/554874971658488414
Рагозина Ольга Николаевна,Педиатр,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/518061271658486502
Мамедова София Мейсалиевна,Эндокринолог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/106415781693556722
Абылбеков Канат Саулебайулы,Хирург,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/684999051693554017
Адырбеков Жанарыс Серикулы,Рентгенолог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/178894901693554314
Арысбаева Айгуль Мухтаровна,Ревматолог,,"Медицинский центр ""ЭСКУЛАП VITA""",Шымкент,0,0,https://doctor.kz/doctors/16469111693554572
Нуркина Саулет Бектуровна,Врач УЗИ,,"ТОО ""Центр молекулярной медицины""",Алматы,5,2,https://doctor.kz/doctors/418288511451016926
Голентовский Михаил Владимирович,Врач УЗИ,,"ТОО ""Центр молекулярной медицины""",Алматы,5,5,https://doctor.kz/doctors/708996831451040396
Опара Наталья Владимировна,Врач УЗИ,,"ТОО ""Центр молекулярной медицины""",Алматы,0,0,https://doctor.kz/doctors/268427861695982263
Молоствова Лидия Николаевна,Акушер-гинеколог • Гинеколог,,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",Алматы,0,0,https://doctor.kz/doctors/942174461693910645
Пулатова Гулбахар Аманжоловна,ЛОР/ Оториноларинголог,,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",Алматы,0,0,https://doctor.kz/doctors/893534321693906893
Улыхсатова Назипа Зейнуллаевна,Педиатр,,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",Алматы,0,0,https://doctor.kz/doctors/827407191693908816
Гамри Аднан Халиль,Андролог • Уролог,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,0,0,https://doctor.kz/doctors/648366941669133286
Бикташева Хазина Мусатаевна,Акушер-гинеколог • Гинеколог,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,0,0,https://doctor.kz/doctors/321415811526019201
Ержанов Жанторе Байжанович,ЛОР/ Оториноларинголог,,"ЛОР центр ""Сезiм"" на Богенбай батыра",Астана,0,0,https://doctor.kz/doctors/228657441698992554
Бычкова Елена,Дерматокосметолог • Дерматолог,,Клиника Оксаны Малицкой,Алматы,0,0,https://doctor.kz/doctors/135354901696408288
Абдувахабова Гульнара Бабыркызы,Врач УЗИ,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/926118441754476271
Илесбаева Макпал Бахтияровна,Врач общей практики (ВОП) • Гематолог,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/285406101754477131
Уалихан Мадина Аширханқызы,Врач УЗИ,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/341341071754476541
Сарыбекова Камиля Намазбековна,Гинеколог,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/853083811754475048
Джабраилова Зарина Салавдиновна,Невропатолог/ Невролог • Эпилептолог,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/591601341481711800
Қонақбаев Ескендір Жандаралиевич,Андролог • Уролог,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/490207731754474269
Токкулиева Дария Болатовна,Дерматокосметолог,,"Медицинский центр ""MEREI MED""",Шымкент,0,0,https://doctor.kz/doctors/687319261754473999
Давлетова Дилафруз Тухтасиновна,Массажист,,"Медицинский центр ""DAUMED""",Шымкент,0,0,https://doctor.kz/doctors/892761771485410367
